name,url
1,https://heeeeeeeey.com/
2,https://puginarug.com/
3,http://corndog.io/
4,https://mondrianandme.com/
5,https://floatingqrcode.com/
6,https://binarypiano.com/
7,https://cant-not-tweet-this.com/
8,https://cursoreffects.com/
9,https://longdogechallenge.com/
10,https://theuselessweb.com/
